time;model_id;model_name;port_name;data
89;2;c2;outputNeighborhood;<200,0.176,0.003,0.821>
89;2;c2;;<200,0.175,0.003,0.822>
89;3;c3;outputNeighborhood;<200,0.143,0.003,0.854>
89;3;c3;;<200,0.142,0.003,0.855>
90;1;c1;;<100,0.046,0.002,0.952>
90;2;c2;outputNeighborhood;<200,0.175,0.003,0.822>
90;2;c2;;<200,0.174,0.003,0.823>
90;3;c3;outputNeighborhood;<200,0.142,0.003,0.855>
90;3;c3;;<200,0.141,0.003,0.856>
91;1;c1;;<100,0.046,0.002,0.952>
91;2;c2;outputNeighborhood;<200,0.174,0.003,0.823>
91;2;c2;;<200,0.173,0.003,0.824>
91;3;c3;outputNeighborhood;<200,0.141,0.003,0.856>
91;3;c3;;<200,0.14,0.003,0.857>
92;1;c1;;<100,0.046,0.002,0.952>
92;2;c2;outputNeighborhood;<200,0.173,0.003,0.824>
92;2;c2;;<200,0.172,0.003,0.825>
92;3;c3;outputNeighborhood;<200,0.14,0.003,0.857>
92;3;c3;;<200,0.139,0.003,0.858>
93;1;c1;;<100,0.046,0.002,0.952>
93;2;c2;outputNeighborhood;<200,0.172,0.003,0.825>
93;2;c2;;<200,0.171,0.003,0.826>
93;3;c3;outputNeighborhood;<200,0.139,0.003,0.858>
93;3;c3;;<200,0.138,0.003,0.859>
94;1;c1;;<100,0.046,0.002,0.952>
94;2;c2;outputNeighborhood;<200,0.171,0.003,0.826>
94;2;c2;;<200,0.17,0.003,0.827>
94;3;c3;outputNeighborhood;<200,0.138,0.003,0.859>
94;3;c3;;<200,0.137,0.003,0.86>
95;1;c1;;<100,0.046,0.002,0.952>
95;2;c2;outputNeighborhood;<200,0.17,0.003,0.827>
95;2;c2;;<200,0.169,0.003,0.828>
95;3;c3;outputNeighborhood;<200,0.137,0.003,0.86>
95;3;c3;;<200,0.136,0.003,0.861>
96;1;c1;;<100,0.046,0.002,0.952>
96;2;c2;outputNeighborhood;<200,0.169,0.003,0.828>
96;2;c2;;<200,0.168,0.003,0.829>
96;3;c3;outputNeighborhood;<200,0.136,0.003,0.861>
96;3;c3;;<200,0.135,0.003,0.862>
97;1;c1;;<100,0.046,0.002,0.952>
97;2;c2;outputNeighborhood;<200,0.168,0.003,0.829>
97;2;c2;;<200,0.167,0.003,0.83>
97;3;c3;outputNeighborhood;<200,0.135,0.003,0.862>
97;3;c3;;<200,0.134,0.003,0.863>
98;1;c1;;<100,0.046,0.002,0.952>
98;2;c2;outputNeighborhood;<200,0.167,0.003,0.83>
98;2;c2;;<200,0.166,0.003,0.831>
98;3;c3;outputNeighborhood;<200,0.134,0.003,0.863>
98;3;c3;;<200,0.133,0.003,0.864>
99;1;c1;;<100,0.046,0.002,0.952>
99;2;c2;outputNeighborhood;<200,0.166,0.003,0.831>
99;2;c2;;<200,0.165,0.003,0.832>
99;3;c3;outputNeighborhood;<200,0.133,0.003,0.864>
99;3;c3;;<200,0.132,0.003,0.865>
100;1;c1;;<100,0.046,0.002,0.952>
100;2;c2;outputNeighborhood;<200,0.165,0.003,0.832>
100;2;c2;;<200,0.164,0.003,0.833>
100;3;c3;outputNeighborhood;<200,0.132,0.003,0.865>
100;3;c3;;<200,0.131,0.003,0.866>
101;1;c1;;<100,0.046,0.002,0.952>
101;2;c2;outputNeighborhood;<200,0.164,0.003,0.833>
101;2;c2;;<200,0.163,0.003,0.834>
101;3;c3;outputNeighborhood;<200,0.131,0.003,0.866>
101;3;c3;;<200,0.13,0.003,0.867>
102;1;c1;;<100,0.046,0.002,0.952>
102;2;c2;outputNeighborhood;<200,0.163,0.003,0.834>
102;2;c2;;<200,0.162,0.003,0.835>
102;3;c3;outputNeighborhood;<200,0.13,0.003,0.867>
102;3;c3;;<200,0.129,0.003,0.868>
103;1;c1;;<100,0.046,0.002,0.952>
103;2;c2;outputNeighborhood;<200,0.162,0.003,0.835>
103;2;c2;;<200,0.161,0.003,0.836>
103;3;c3;outputNeighborhood;<200,0.129,0.003,0.868>
103;3;c3;;<200,0.128,0.003,0.869>
104;1;c1;;<100,0.046,0.002,0.952>
104;2;c2;outputNeighborhood;<200,0.161,0.003,0.836>
104;2;c2;;<200,0.16,0.003,0.837>
104;3;c3;outputNeighborhood;<200,0.128,0.003,0.869>
104;3;c3;;<200,0.127,0.003,0.87>
105;1;c1;;<100,0.046,0.002,0.952>
105;2;c2;outputNeighborhood;<200,0.16,0.003,0.837>
105;2;c2;;<200,0.159,0.003,0.838>
105;3;c3;outputNeighborhood;<200,0.127,0.003,0.87>
105;3;c3;;<200,0.126,0.003,0.871>
106;1;c1;;<100,0.046,0.002,0.952>
106;2;c2;outputNeighborhood;<200,0.159,0.003,0.838>
106;2;c2;;<200,0.158,0.003,0.839>
106;3;c3;outputNeighborhood;<200,0.126,0.003,0.871>
106;3;c3;;<200,0.125,0.003,0.872>
107;1;c1;;<100,0.046,0.002,0.952>
107;2;c2;outputNeighborhood;<200,0.158,0.003,0.839>
107;2;c2;;<200,0.157,0.003,0.84>
107;3;c3;outputNeighborhood;<200,0.125,0.003,0.872>
107;3;c3;;<200,0.124,0.003,0.873>
108;1;c1;;<100,0.046,0.002,0.952>
108;2;c2;outputNeighborhood;<200,0.157,0.003,0.84>
108;2;c2;;<200,0.156,0.003,0.841>
108;3;c3;outputNeighborhood;<200,0.124,0.003,0.873>
108;3;c3;;<200,0.123,0.003,0.874>
109;1;c1;;<100,0.046,0.002,0.952>
109;2;c2;outputNeighborhood;<200,0.156,0.003,0.841>
109;2;c2;;<200,0.155,0.003,0.842>
109;3;c3;outputNeighborhood;<200,0.123,0.003,0.874>
109;3;c3;;<200,0.122,0.003,0.875>
110;1;c1;;<100,0.046,0.002,0.952>
110;2;c2;outputNeighborhood;<200,0.155,0.003,0.842>
110;2;c2;;<200,0.154,0.003,0.843>
110;3;c3;outputNeighborhood;<200,0.122,0.003,0.875>
110;3;c3;;<200,0.121,0.003,0.876>
111;1;c1;;<100,0.046,0.002,0.952>
111;2;c2;outputNeighborhood;<200,0.154,0.003,0.843>
111;2;c2;;<200,0.153,0.003,0.844>
111;3;c3;outputNeighborhood;<200,0.121,0.003,0.876>
111;3;c3;;<200,0.12,0.003,0.877>
112;1;c1;;<100,0.046,0.002,0.952>
112;2;c2;outputNeighborhood;<200,0.153,0.003,0.844>
112;2;c2;;<200,0.152,0.003,0.845>
112;3;c3;outputNeighborhood;<200,0.12,0.003,0.877>
112;3;c3;;<200,0.119,0.003,0.878>
113;1;c1;;<100,0.046,0.002,0.952>
113;2;c2;outputNeighborhood;<200,0.152,0.003,0.845>
113;2;c2;;<200,0.151,0.003,0.846>
113;3;c3;outputNeighborhood;<200,0.119,0.003,0.878>
113;3;c3;;<200,0.118,0.003,0.879>
114;1;c1;;<100,0.046,0.002,0.952>
114;2;c2;outputNeighborhood;<200,0.151,0.003,0.846>
114;2;c2;;<200,0.15,0.003,0.847>
114;3;c3;outputNeighborhood;<200,0.118,0.003,0.879>
114;3;c3;;<200,0.117,0.003,0.88>
115;1;c1;;<100,0.046,0.002,0.952>
115;2;c2;outputNeighborhood;<200,0.15,0.003,0.847>
115;2;c2;;<200,0.149,0.003,0.848>
115;3;c3;outputNeighborhood;<200,0.117,0.003,0.88>
115;3;c3;;<200,0.116,0.003,0.881>
116;1;c1;;<100,0.046,0.002,0.952>
116;2;c2;outputNeighborhood;<200,0.149,0.003,0.848>
116;2;c2;;<200,0.148,0.003,0.849>
116;3;c3;outputNeighborhood;<200,0.116,0.003,0.881>
116;3;c3;;<200,0.115,0.003,0.882>
117;1;c1;;<100,0.046,0.002,0.952>
117;2;c2;outputNeighborhood;<200,0.148,0.003,0.849>
117;2;c2;;<200,0.147,0.003,0.85>
117;3;c3;outputNeighborhood;<200,0.115,0.003,0.882>
117;3;c3;;<200,0.114,0.003,0.883>
118;1;c1;;<100,0.046,0.002,0.952>
118;2;c2;outputNeighborhood;<200,0.147,0.003,0.85>
118;2;c2;;<200,0.146,0.003,0.851>
118;3;c3;outputNeighborhood;<200,0.114,0.003,0.883>
118;3;c3;;<200,0.113,0.003,0.884>
119;1;c1;;<100,0.046,0.002,0.952>
119;2;c2;outputNeighborhood;<200,0.146,0.003,0.851>
119;2;c2;;<200,0.145,0.003,0.852>
119;3;c3;outputNeighborhood;<200,0.113,0.003,0.884>
119;3;c3;;<200,0.112,0.003,0.885>
120;1;c1;;<100,0.046,0.002,0.952>
120;2;c2;outputNeighborhood;<200,0.145,0.003,0.852>
120;2;c2;;<200,0.144,0.003,0.853>
120;3;c3;outputNeighborhood;<200,0.112,0.003,0.885>
120;3;c3;;<200,0.111,0.003,0.886>
121;1;c1;;<100,0.046,0.002,0.952>
121;2;c2;outputNeighborhood;<200,0.144,0.003,0.853>
121;2;c2;;<200,0.143,0.003,0.854>
121;3;c3;outputNeighborhood;<200,0.111,0.003,0.886>
121;3;c3;;<200,0.11,0.003,0.887>
122;1;c1;;<100,0.046,0.002,0.952>
122;2;c2;outputNeighborhood;<200,0.143,0.003,0.854>
122;2;c2;;<200,0.142,0.003,0.855>
122;3;c3;outputNeighborhood;<200,0.11,0.003,0.887>
122;3;c3;;<200,0.109,0.003,0.888>
123;1;c1;;<100,0.046,0.002,0.952>
123;2;c2;outputNeighborhood;<200,0.142,0.003,0.855>
123;2;c2;;<200,0.141,0.003,0.856>
123;3;c3;outputNeighborhood;<200,0.109,0.003,0.888>
123;3;c3;;<200,0.108,0.003,0.889>
124;1;c1;;<100,0.046,0.002,0.952>
124;2;c2;outputNeighborhood;<200,0.141,0.003,0.856>
124;2;c2;;<200,0.14,0.003,0.857>
124;3;c3;outputNeighborhood;<200,0.108,0.003,0.889>
124;3;c3;;<200,0.107,0.003,0.89>
125;1;c1;;<100,0.046,0.002,0.952>
125;2;c2;outputNeighborhood;<200,0.14,0.003,0.857>
125;2;c2;;<200,0.139,0.003,0.858>
125;3;c3;outputNeighborhood;<200,0.107,0.003,0.89>
125;3;c3;;<200,0.106,0.003,0.891>
126;1;c1;;<100,0.046,0.002,0.952>
126;2;c2;outputNeighborhood;<200,0.139,0.003,0.858>
126;2;c2;;<200,0.138,0.003,0.859>
126;3;c3;outputNeighborhood;<200,0.106,0.003,0.891>
126;3;c3;;<200,0.105,0.003,0.892>
127;1;c1;;<100,0.046,0.002,0.952>
127;2;c2;outputNeighborhood;<200,0.138,0.003,0.859>
127;2;c2;;<200,0.137,0.003,0.86>
127;3;c3;outputNeighborhood;<200,0.105,0.003,0.892>
127;3;c3;;<200,0.104,0.003,0.893>
128;1;c1;;<100,0.046,0.002,0.952>
128;2;c2;outputNeighborhood;<200,0.137,0.003,0.86>
128;2;c2;;<200,0.136,0.003,0.861>
128;3;c3;outputNeighborhood;<200,0.104,0.003,0.893>
128;3;c3;;<200,0.103,0.003,0.894>
129;1;c1;;<100,0.046,0.002,0.952>
129;2;c2;outputNeighborhood;<200,0.136,0.003,0.861>
129;2;c2;;<200,0.135,0.003,0.862>
129;3;c3;outputNeighborhood;<200,0.103,0.003,0.894>
129;3;c3;;<200,0.102,0.003,0.895>
130;1;c1;;<100,0.046,0.002,0.952>
130;2;c2;outputNeighborhood;<200,0.135,0.003,0.862>
130;2;c2;;<200,0.134,0.003,0.863>
130;3;c3;outputNeighborhood;<200,0.102,0.003,0.895>
130;3;c3;;<200,0.101,0.003,0.896>
131;1;c1;;<100,0.046,0.002,0.952>
131;2;c2;outputNeighborhood;<200,0.134,0.003,0.863>
131;2;c2;;<200,0.133,0.003,0.864>
131;3;c3;outputNeighborhood;<200,0.101,0.003,0.896>
131;3;c3;;<200,0.1,0.003,0.897>
132;1;c1;;<100,0.046,0.002,0.952>
132;2;c2;outputNeighborhood;<200,0.133,0.003,0.864>
132;2;c2;;<200,0.132,0.003,0.865>
132;3;c3;outputNeighborhood;<200,0.1,0.003,0.897>
132;3;c3;;<200,0.099,0.003,0.898>
133;1;c1;;<100,0.046,0.002,0.952>
133;2;c2;outputNeighborhood;<200,0.132,0.003,0.865>
133;2;c2;;<200,0.131,0.003,0.866>
133;3;c3;outputNeighborhood;<200,0.099,0.003,0.898>
133;3;c3;;<200,0.098,0.003,0.899>
134;1;c1;;<100,0.046,0.002,0.952>
134;2;c2;outputNeighborhood;<200,0.131,0.003,0.866>
134;2;c2;;<200,0.13,0.003,0.867>
134;3;c3;outputNeighborhood;<200,0.098,0.003,0.899>
134;3;c3;;<200,0.097,0.003,0.9>
135;1;c1;;<100,0.046,0.002,0.952>
135;2;c2;outputNeighborhood;<200,0.13,0.003,0.867>
135;2;c2;;<200,0.129,0.003,0.868>
135;3;c3;outputNeighborhood;<200,0.097,0.003,0.9>
135;3;c3;;<200,0.096,0.003,0.901>
136;1;c1;;<100,0.046,0.002,0.952>
136;2;c2;outputNeighborhood;<200,0.129,0.003,0.868>
136;2;c2;;<200,0.128,0.003,0.869>
136;3;c3;outputNeighborhood;<200,0.096,0.003,0.901>
136;3;c3;;<200,0.095,0.003,0.902>
137;1;c1;;<100,0.046,0.002,0.952>
137;2;c2;outputNeighborhood;<200,0.128,0.003,0.869>
137;2;c2;;<200,0.127,0.003,0.87>
137;3;c3;outputNeighborhood;<200,0.095,0.003,0.902>
137;3;c3;;<200,0.094,0.003,0.903>
138;1;c1;;<100,0.046,0.002,0.952>
138;2;c2;outputNeighborhood;<200,0.127,0.003,0.87>
138;2;c2;;<200,0.126,0.003,0.871>
138;3;c3;outputNeighborhood;<200,0.094,0.003,0.903>
138;3;c3;;<200,0.093,0.003,0.904>
139;1;c1;;<100,0.046,0.002,0.952>
139;2;c2;outputNeighborhood;<200,0.126,0.003,0.871>
139;2;c2;;<200,0.125,0.003,0.872>
139;3;c3;outputNeighborhood;<200,0.093,0.003,0.904>
139;3;c3;;<200,0.092,0.003,0.905>
140;1;c1;;<100,0.046,0.002,0.952>
140;2;c2;outputNeighborhood;<200,0.125,0.003,0.872>
140;2;c2;;<200,0.124,0.003,0.873>
140;3;c3;outputNeighborhood;<200,0.092,0.003,0.905>
140;3;c3;;<200,0.091,0.003,0.906>
141;1;c1;;<100,0.046,0.002,0.952>
141;2;c2;outputNeighborhood;<200,0.124,0.003,0.873>
141;2;c2;;<200,0.123,0.003,0.874>
141;3;c3;outputNeighborhood;<200,0.091,0.003,0.906>
141;3;c3;;<200,0.09,0.003,0.907>
142;1;c1;;<100,0.046,0.002,0.952>
142;2;c2;outputNeighborhood;<200,0.123,0.003,0.874>
142;2;c2;;<200,0.122,0.003,0.875>
142;3;c3;outputNeighborhood;<200,0.09,0.003,0.907>
142;3;c3;;<200,0.089,0.003,0.908>
143;1;c1;;<100,0.046,0.002,0.952>
143;2;c2;outputNeighborhood;<200,0.122,0.003,0.875>
143;2;c2;;<200,0.121,0.003,0.876>
143;3;c3;outputNeighborhood;<200,0.089,0.003,0.908>
143;3;c3;;<200,0.089,0.002,0.909>
144;1;c1;;<100,0.046,0.002,0.952>
144;2;c2;outputNeighborhood;<200,0.121,0.003,0.876>
144;2;c2;;<200,0.12,0.003,0.877>
144;3;c3;outputNeighborhood;<200,0.089,0.002,0.909>
144;3;c3;;<200,0.089,0.002,0.909>
145;1;c1;;<100,0.046,0.002,0.952>
145;2;c2;outputNeighborhood;<200,0.12,0.003,0.877>
145;2;c2;;<200,0.119,0.003,0.878>
145;3;c3;;<200,0.089,0.002,0.909>
146;1;c1;;<100,0.046,0.002,0.952>
146;2;c2;outputNeighborhood;<200,0.119,0.003,0.878>
146;2;c2;;<200,0.118,0.003,0.879>
146;3;c3;;<200,0.089,0.002,0.909>
147;1;c1;;<100,0.046,0.002,0.952>
147;2;c2;outputNeighborhood;<200,0.118,0.003,0.879>
147;2;c2;;<200,0.117,0.003,0.88>
147;3;c3;;<200,0.089,0.002,0.909>
148;1;c1;;<100,0.046,0.002,0.952>
148;2;c2;outputNeighborhood;<200,0.117,0.003,0.88>
148;2;c2;;<200,0.116,0.003,0.881>
148;3;c3;;<200,0.089,0.002,0.909>
149;1;c1;;<100,0.046,0.002,0.952>
149;2;c2;outputNeighborhood;<200,0.116,0.003,0.881>
149;2;c2;;<200,0.115,0.003,0.882>
149;3;c3;;<200,0.089,0.002,0.909>
150;1;c1;;<100,0.046,0.002,0.952>
150;2;c2;outputNeighborhood;<200,0.115,0.003,0.882>
150;2;c2;;<200,0.114,0.003,0.883>
150;3;c3;;<200,0.089,0.002,0.909>
151;1;c1;;<100,0.046,0.002,0.952>
151;2;c2;outputNeighborhood;<200,0.114,0.003,0.883>
151;2;c2;;<200,0.113,0.003,0.884>
151;3;c3;;<200,0.089,0.002,0.909>
152;1;c1;;<100,0.046,0.002,0.952>
152;2;c2;outputNeighborhood;<200,0.113,0.003,0.884>
152;2;c2;;<200,0.112,0.003,0.885>
152;3;c3;;<200,0.089,0.002,0.909>
153;1;c1;;<100,0.046,0.002,0.952>
153;2;c2;outputNeighborhood;<200,0.112,0.003,0.885>
153;2;c2;;<200,0.111,0.003,0.886>
153;3;c3;;<200,0.089,0.002,0.909>
154;1;c1;;<100,0.046,0.002,0.952>
154;2;c2;outputNeighborhood;<200,0.111,0.003,0.886>
154;2;c2;;<200,0.11,0.003,0.887>
154;3;c3;;<200,0.089,0.002,0.909>
155;1;c1;;<100,0.046,0.002,0.952>
155;2;c2;outputNeighborhood;<200,0.11,0.003,0.887>
155;2;c2;;<200,0.109,0.003,0.888>
155;3;c3;;<200,0.089,0.002,0.909>
156;1;c1;;<100,0.046,0.002,0.952>
156;2;c2;outputNeighborhood;<200,0.109,0.003,0.888>
156;2;c2;;<200,0.108,0.003,0.889>
156;3;c3;;<200,0.089,0.002,0.909>
157;1;c1;;<100,0.046,0.002,0.952>
157;2;c2;outputNeighborhood;<200,0.108,0.003,0.889>
157;2;c2;;<200,0.107,0.003,0.89>
157;3;c3;;<200,0.089,0.002,0.909>
158;1;c1;;<100,0.046,0.002,0.952>
158;2;c2;outputNeighborhood;<200,0.107,0.003,0.89>
158;2;c2;;<200,0.106,0.003,0.891>
158;3;c3;;<200,0.089,0.002,0.909>
159;1;c1;;<100,0.046,0.002,0.952>
159;2;c2;outputNeighborhood;<200,0.106,0.003,0.891>
159;2;c2;;<200,0.105,0.003,0.892>
159;3;c3;;<200,0.089,0.002,0.909>
160;1;c1;;<100,0.046,0.002,0.952>
160;2;c2;outputNeighborhood;<200,0.105,0.003,0.892>
160;2;c2;;<200,0.104,0.003,0.893>
160;3;c3;;<200,0.089,0.002,0.909>
161;1;c1;;<100,0.046,0.002,0.952>
161;2;c2;outputNeighborhood;<200,0.104,0.003,0.893>
161;2;c2;;<200,0.103,0.003,0.894>
161;3;c3;;<200,0.089,0.002,0.909>
162;1;c1;;<100,0.046,0.002,0.952>
162;2;c2;outputNeighborhood;<200,0.103,0.003,0.894>
162;2;c2;;<200,0.102,0.003,0.895>
162;3;c3;;<200,0.089,0.002,0.909>
163;1;c1;;<100,0.046,0.002,0.952>
163;2;c2;outputNeighborhood;<200,0.102,0.003,0.895>
163;2;c2;;<200,0.101,0.003,0.896>
163;3;c3;;<200,0.089,0.002,0.909>
164;1;c1;;<100,0.046,0.002,0.952>
164;2;c2;outputNeighborhood;<200,0.101,0.003,0.896>
164;2;c2;;<200,0.1,0.003,0.897>
164;3;c3;;<200,0.089,0.002,0.909>
165;1;c1;;<100,0.046,0.002,0.952>
165;2;c2;outputNeighborhood;<200,0.1,0.003,0.897>
165;2;c2;;<200,0.099,0.003,0.898>
165;3;c3;;<200,0.089,0.002,0.909>
166;1;c1;;<100,0.046,0.002,0.952>
166;2;c2;outputNeighborhood;<200,0.099,0.003,0.898>
166;2;c2;;<200,0.098,0.003,0.899>
166;3;c3;;<200,0.089,0.002,0.909>
167;1;c1;;<100,0.046,0.002,0.952>
167;2;c2;outputNeighborhood;<200,0.098,0.003,0.899>
167;2;c2;;<200,0.097,0.003,0.9>
167;3;c3;;<200,0.089,0.002,0.909>
168;1;c1;;<100,0.046,0.002,0.952>
168;2;c2;outputNeighborhood;<200,0.097,0.003,0.9>
168;2;c2;;<200,0.096,0.003,0.901>
168;3;c3;;<200,0.089,0.002,0.909>
169;1;c1;;<100,0.046,0.002,0.952>
169;2;c2;outputNeighborhood;<200,0.096,0.003,0.901>
169;2;c2;;<200,0.095,0.003,0.902>
169;3;c3;;<200,0.089,0.002,0.909>
170;1;c1;;<100,0.046,0.002,0.952>
170;2;c2;outputNeighborhood;<200,0.095,0.003,0.902>
170;2;c2;;<200,0.094,0.003,0.903>
170;3;c3;;<200,0.089,0.002,0.909>
171;1;c1;;<100,0.046,0.002,0.952>
171;2;c2;outputNeighborhood;<200,0.094,0.003,0.903>
171;2;c2;;<200,0.093,0.003,0.904>
171;3;c3;;<200,0.089,0.002,0.909>
172;1;c1;;<100,0.046,0.002,0.952>
172;2;c2;outputNeighborhood;<200,0.093,0.003,0.904>
172;2;c2;;<200,0.092,0.003,0.905>
172;3;c3;;<200,0.089,0.002,0.909>
173;1;c1;;<100,0.046,0.002,0.952>
173;2;c2;outputNeighborhood;<200,0.092,0.003,0.905>
173;2;c2;;<200,0.092,0.002,0.906>
173;3;c3;;<200,0.089,0.002,0.909>
174;1;c1;;<100,0.046,0.002,0.952>
174;2;c2;outputNeighborhood;<200,0.092,0.002,0.906>
174;2;c2;;<200,0.092,0.002,0.906>
174;3;c3;;<200,0.089,0.002,0.909>
174;1;c1;;<100,0.046,0.002,0.952>
174;2;c2;;<200,0.092,0.002,0.906>
174;3;c3;;<200,0.089,0.002,0.909>
