time;model_id;model_name;port_name;data
0;586;(24,62);;<0>
0;587;(23,62);;<0>
0;588;(17,62);;<0>
0;589;(15,62);;<0>
0;590;(14,62);;<0>
0;591;(13,62);;<0>
0;592;(7,62);;<0>
0;593;(6,62);;<0>
0;594;(-20,75);;<0>
0;595;(2,62);;<0>
0;596;(43,67);;<0>
0;597;(-3,62);;<0>
0;598;(-5,62);;<0>
0;599;(-11,62);;<0>
0;600;(-12,62);;<0>
0;601;(-17,62);;<0>
0;602;(-18,62);;<0>
0;603;(-20,62);;<0>
0;604;(74,61);;<0>
0;605;(20,68);;<0>
0;606;(73,61);;<0>
0;607;(70,61);;<0>
0;608;(69,61);;<0>
0;609;(68,61);;<0>
0;610;(67,61);;<0>
0;611;(66,61);;<0>
0;612;(61,71);;<0>
0;613;(63,61);;<0>
0;614;(58,61);;<0>
0;615;(28,64);;<0>
0;616;(56,61);;<0>
0;617;(55,61);;<0>
0;618;(54,61);;<0>
0;619;(52,61);;<0>
0;620;(51,61);;<0>
0;621;(48,61);;<0>
0;622;(44,61);;<0>
0;623;(53,71);;<0>
0;624;(43,61);;<0>
0;625;(41,61);;<0>
0;626;(40,61);;<0>
0;627;(39,61);;<0>
0;628;(35,61);;<0>
0;629;(33,61);;<0>
0;630;(32,61);;<0>
0;631;(30,61);;<0>
0;632;(29,61);;<0>
0;633;(27,61);;<0>
0;634;(26,61);;<0>
0;635;(22,61);;<0>
0;636;(18,61);;<0>
0;637;(17,61);;<0>
0;638;(15,61);;<0>
0;639;(14,61);;<0>
0;640;(13,61);;<0>
0;641;(12,61);;<0>
0;642;(10,61);;<0>
0;643;(8,61);;<0>
0;644;(7,61);;<0>
0;645;(6,61);;<0>
0;646;(4,61);;<0>
0;647;(0,61);;<0>
0;648;(-9,61);;<0>
0;649;(-11,61);;<0>
0;650;(-12,61);;<0>
0;651;(-14,61);;<0>
0;652;(-16,61);;<0>
0;653;(-18,61);;<0>
0;654;(-21,61);;<0>
0;655;(-24,61);;<0>
0;656;(75,60);;<0>
0;657;(71,60);;<0>
0;658;(68,60);;<0>
0;659;(67,60);;<0>
0;660;(66,60);;<0>
0;661;(65,60);;<0>
0;662;(59,74);;<0>
0;663;(32,67);;<0>
0;664;(64,60);;<0>
0;665;(59,60);;<0>
0;666;(58,60);;<0>
0;667;(57,60);;<0>
0;668;(29,74);;<0>
0;669;(56,60);;<0>
0;670;(31,72);;<0>
0;671;(54,60);;<0>
0;672;(51,60);;<0>
0;673;(50,60);;<0>
0;674;(49,60);;<0>
0;675;(44,60);;<0>
0;676;(43,60);;<0>
0;677;(42,60);;<0>
0;678;(41,60);;<0>
0;679;(59,66);;<0>
0;680;(36,60);;<0>
0;681;(67,69);;<0>
0;682;(34,60);;<0>
0;683;(31,60);;<0>
0;684;(30,60);;<0>
0;685;(24,60);;<0>
0;686;(21,60);;<0>
0;687;(20,60);;<0>
0;688;(16,60);;<0>
0;689;(15,60);;<0>
0;690;(14,60);;<0>
0;691;(13,60);;<0>
0;692;(7,60);;<0>
0;693;(6,60);;<0>
0;694;(11,67);;<0>
0;695;(5,60);;<0>
0;696;(1,60);;<0>
0;697;(0,60);;<0>
0;698;(-1,60);;<0>
0;699;(-3,60);;<0>
0;700;(-4,60);;<0>
0;701;(-6,60);;<0>
0;702;(-9,60);;<0>
0;703;(66,66);;<0>
0;704;(-10,60);;<0>
0;705;(-12,60);;<0>
0;706;(-15,60);;<0>
0;707;(73,59);;<0>
0;708;(71,59);;<0>
0;709;(70,59);;<0>
0;710;(69,59);;<0>
0;711;(67,59);;<0>
0;712;(64,59);;<0>
0;713;(-10,62);;<0>
0;714;(63,59);;<0>
0;715;(62,59);;<0>
0;716;(61,59);;<0>
0;717;(59,59);;<0>
0;718;(52,59);;<0>
0;719;(50,59);;<0>
0;720;(48,59);;<0>
0;721;(45,59);;<0>
0;722;(44,59);;<0>
0;723;(42,59);;<0>
0;724;(39,59);;<0>
0;725;(38,59);;<0>
0;726;(37,59);;<0>
0;727;(36,59);;<0>
0;728;(30,59);;<0>
0;729;(24,59);;<0>
0;730;(21,59);;<0>
0;731;(14,59);;<0>
0;732;(12,59);;<0>
0;733;(9,59);;<0>
0;734;(7,59);;<0>
0;735;(4,59);;<0>
0;736;(27,73);;<0>
0;737;(3,59);;<0>
0;738;(2,59);;<0>
0;739;(0,59);;<0>
0;740;(-1,59);;<0>
0;741;(-2,59);;<0>
0;742;(-4,59);;<0>
0;743;(-5,59);;<0>
0;744;(-6,59);;<0>
0;745;(-8,59);;<0>
0;746;(-19,74);;<0>
0;747;(-9,59);;<0>
0;748;(-1,61);;<0>
0;749;(-11,59);;<0>
0;750;(-12,59);;<0>
0;751;(-17,59);;<0>
0;752;(-18,59);;<0>
